ID,Company,TotalTransportCount,SignDate,ExpirationDate
4110,Vazquez-Jackson,17,02/13/2020,11/16/2023
4111,Barker-Gregory,20,08/22/2020,12/31/2023
4112,Christensen-Shaw,29,02/14/2020,12/22/2023
4113,Schwartz PLC,21,02/06/2020,10/29/2023
4114,Navarro-Adams,22,01/30/2020,02/15/2024
4115,Hernandez-Lucas,23,06/30/2020,02/21/2024
4116,Brennan Group,17,12/26/2019,02/01/2024
4117,Martinez PLC,20,12/26/2019,01/17/2024
4118,Cruz-Cole,20,05/13/2020,01/16/2024
4119,Evans-Castro,19,04/04/2020,12/15/2023
4120,Burgess and Sons,19,02/09/2020,12/16/2023
4121,Jacobs PLC,14,02/23/2021,12/03/2023
4122,Gonzalez-Mckinney,11,04/04/2020,01/28/2024
4123,Hawkins-Edwards,20,12/19/2019,07/29/2023
4124,Bonilla-Cummings,24,02/08/2020,10/12/2023
4125,Conner LLC,27,02/23/2020,01/02/2024
4126,Clayton Group,10,07/20/2020,12/08/2023
4127,Patel LLC,22,12/31/2019,02/17/2024
4128,Harris LLC,17,04/09/2020,01/21/2024
4129,Garcia PLC,17,12/26/2019,01/31/2024
4130,Alexander-Fleming,19,01/12/2020,02/12/2024
4131,Rojas and Sons,25,12/02/2019,01/02/2024
4132,Mathews and Sons,19,12/16/2019,06/28/2023
4133,Houston Group,15,11/24/2019,01/04/2024
4134,Martinez Ltd,22,01/18/2020,10/14/2023
4135,Butler and Sons,22,02/18/2020,02/09/2024
4136,Vasquez-Peters,13,12/09/2019,01/23/2024
4137,Lee Group,12,03/24/2020,01/10/2024
4138,Smith Ltd,15,12/16/2019,12/16/2023
4139,Martin-Gonzalez,21,01/04/2020,07/28/2023
4140,Scott-Ramos,25,12/24/2019,02/02/2024
4141,Cuevas Ltd,19,11/30/2019,12/10/2023
4142,Proctor Inc,21,12/12/2019,12/12/2023
4143,Ford-Daniels,15,01/25/2020,12/27/2023
4144,Larson-Burns,22,11/02/2019,11/16/2023
4145,Miller-Anderson,21,01/02/2020,03/01/2024
4146,Espinoza Group,16,11/20/2019,09/01/2023
4147,Pope Inc,21,05/13/2020,11/10/2023
4148,James and Sons,20,03/12/2020,02/03/2024
4149,Hess and Sons,24,11/20/2019,08/16/2023
4150,Martinez PLC,25,02/23/2020,02/11/2024
4151,White-Lewis,17,02/15/2020,06/06/2023
4152,Foley-White,18,11/25/2019,01/13/2024
4153,Mccormick PLC,24,11/14/2019,11/26/2023
4154,Barton-Burch,16,11/16/2019,01/30/2024
4155,Orr-Patton,16,12/24/2019,09/28/2023
4156,Gilmore PLC,19,01/27/2020,10/30/2023
4157,Parrish and Sons,16,02/02/2020,01/07/2024
4158,Gonzales Ltd,22,01/01/2020,06/18/2023
4159,Kennedy LLC,24,02/18/2020,01/24/2024
4160,Dominguez Ltd,22,12/24/2019,10/13/2023
4161,Murillo-Garcia,15,05/15/2020,12/25/2023
4162,Harmon-Caldwell,19,03/29/2020,12/22/2023
4163,Thomas-Wilson,27,01/24/2020,12/23/2023
4164,Carroll-Mccarthy,20,06/27/2020,01/05/2024
4165,King-Cummings,19,12/18/2019,11/14/2023
4166,Cunningham-Ross,25,12/13/2019,11/17/2023
4167,Munoz Inc,20,01/17/2020,09/22/2023
4168,Jones-Henry,21,01/24/2020,01/05/2024
4169,Adams-Wood,19,12/16/2019,11/14/2023
4170,Nixon and Sons,13,11/06/2019,11/05/2023
4171,Martinez-Olson,18,02/15/2020,11/30/2023
4172,Juarez-Rogers,18,01/11/2020,04/03/2023
4173,Tapia-Arnold,12,01/21/2020,01/20/2024
4174,Lloyd Ltd,15,01/13/2020,07/28/2023
4175,Thomas-Reese,22,11/15/2019,12/30/2023
4176,Hall LLC,19,06/14/2020,01/16/2024
4177,Harris Inc,21,09/23/2020,12/23/2023
4178,Woods Inc,25,02/16/2020,01/25/2024
4179,Obrien PLC,18,04/14/2020,08/30/2023
4180,Ford-Moreno,17,12/23/2019,10/30/2023
4181,Mcgee-Vaughn,18,04/25/2020,11/19/2023
4182,Raymond Inc,21,01/19/2020,02/18/2024
4183,Norris Group,31,12/30/2019,02/14/2024
4184,Vasquez Inc,11,12/14/2019,12/17/2023
4185,Gallagher-Green,31,12/16/2019,01/18/2024
4186,Shepard and Sons,23,12/11/2019,02/11/2024
4187,Walsh-Lopez,22,01/26/2020,12/09/2023
4188,Mendez Group,23,11/28/2019,12/10/2023
4189,Taylor-Smith,12,11/14/2019,01/01/2024
4190,Watkins Group,23,02/27/2020,01/20/2024
4191,White-Boyer,30,04/02/2020,01/25/2024
4192,Curtis PLC,17,04/23/2020,10/18/2023
4193,Moon-Reed,23,01/27/2020,02/11/2024
4194,Pearson-Oconnor,29,01/13/2020,12/14/2023
4195,Austin-Frey,14,05/01/2020,01/02/2024
4196,Hughes and Sons,21,11/28/2019,01/11/2024
4197,Dudley-Reyes,16,12/03/2019,11/10/2023
4198,Murray-Hunt,18,04/02/2020,10/10/2023
4199,Escobar PLC,16,01/01/2020,05/15/2023
4200,Lopez Group,24,01/29/2020,02/07/2024
4201,Davis-Saunders,24,05/29/2020,10/21/2023
4202,Davis-Hughes,18,11/18/2019,01/10/2024
4203,Peterson LLC,24,02/14/2020,11/26/2023
4204,Bond-Russell,20,12/14/2019,11/02/2023
4205,Miller-Mcdonald,14,03/17/2020,12/04/2023
4206,Miller LLC,16,05/08/2020,11/25/2023
4207,Dean LLC,19,05/16/2020,12/26/2023
4208,Allison Ltd,20,11/12/2019,11/21/2023
4209,Wolf Inc,18,11/27/2019,07/16/2023
4210,Mathews PLC,22,03/06/2020,01/19/2024
4211,Oconnor Inc,23,01/12/2020,01/23/2024
4212,Barry Ltd,25,01/23/2020,11/11/2023
4213,Conley Inc,18,11/16/2019,05/21/2023
4214,Chan-Keller,18,03/31/2021,02/16/2024
4215,Whitaker-Miles,14,02/14/2020,08/24/2023
4216,Ramirez-Horton,20,12/19/2019,11/29/2023
4217,Jenkins Ltd,22,05/26/2020,01/03/2024
4218,Brewer-Gomez,20,08/17/2020,01/11/2024
4219,Day-Valdez,14,01/27/2020,12/17/2023
4220,Ramirez-Riley,19,03/23/2020,11/13/2023
4221,Mayer-Yoder,15,05/18/2020,01/31/2024
4222,Schmidt Inc,16,03/30/2020,04/11/2023
4223,Torres-Vincent,23,12/24/2019,12/03/2023
4224,Bentley-Russell,14,02/23/2020,12/28/2023
4225,Foster-Juarez,26,11/09/2019,12/08/2023
4226,Miranda-Rogers,19,12/12/2019,11/30/2023
4227,Jackson-Lam,19,02/14/2020,08/18/2023
4228,Lowe-Williams,14,02/21/2020,01/21/2024
4229,Fleming-Henderson,16,08/12/2020,10/13/2023
4230,Waters-Sanchez,20,01/06/2020,01/06/2024
4231,Coleman-Clark,19,02/11/2020,01/17/2024
4232,Mcdonald-Scott,16,01/15/2020,12/28/2023
4233,White-Novak,16,01/08/2020,01/10/2024
4234,Jones-Cox,16,01/07/2020,05/07/2023
4235,Rice-Garcia,19,03/05/2020,11/30/2023
4236,Goodman-Wilkerson,12,01/05/2020,12/18/2023
4237,Sexton-Rice,15,12/03/2019,07/20/2023
4238,Frank-Hernandez,18,03/27/2020,11/28/2023
4239,Johnston Group,15,03/08/2020,12/22/2023
4240,Wise-Williams,15,02/06/2020,09/13/2023
4241,Rodriguez-Rogers,26,03/11/2020,01/29/2024
4242,Gomez and Sons,22,12/21/2019,12/05/2023
4243,Smith-Lee,22,02/18/2020,01/03/2024
4244,Carpenter-Miller,26,02/17/2020,12/25/2023
4245,Mcdaniel-Ramos,13,04/15/2020,01/15/2024
4246,Henry-Sharp,21,02/11/2020,12/26/2023
4247,Taylor-Taylor,25,04/18/2020,01/10/2024
4248,Mack Group,13,06/23/2020,05/03/2023
4249,Terry Group,15,01/26/2020,10/02/2023
4250,Stephens and Sons,24,01/11/2020,11/07/2023
4251,Juarez-Adkins,26,12/22/2019,01/01/2024
4252,Wade-Nelson,14,01/30/2020,10/14/2023
4253,Reeves-Nguyen,24,01/03/2020,02/04/2024
4254,Ashley and Sons,24,02/11/2020,02/03/2024
4255,Hill-Dixon,26,12/03/2019,12/14/2023
4256,Harper PLC,16,03/11/2020,12/06/2023
4257,Buchanan-Fischer,25,02/04/2020,11/28/2023
4258,Butler Group,21,05/10/2020,01/11/2024
4259,Garrett PLC,21,07/21/2020,12/07/2023
4260,Anderson-Morris,20,12/27/2019,10/16/2023
4261,Oconnor-Evans,29,03/07/2020,11/15/2023
4262,Clark Inc,21,01/15/2020,10/24/2023
4263,Miranda and Sons,18,02/12/2020,11/25/2023
4264,Best-Harper,9,12/05/2019,11/30/2023
4265,Dean-Davis,24,03/21/2020,11/24/2023
4266,Mcmillan-Daniels,13,04/18/2020,12/31/2023
4267,Rose PLC,16,01/09/2020,11/11/2023
4268,Franco LLC,18,02/17/2020,12/26/2023
4269,Hurley-Thomas,13,11/27/2019,01/29/2023
4270,Ramirez Group,17,01/03/2020,11/28/2023
4271,Scott-Heath,23,03/01/2020,01/09/2024
4272,Mcgrath-Stephenson,24,12/11/2019,12/09/2023
4273,Ruiz PLC,21,11/15/2020,02/11/2024
4274,Huffman-Swanson,13,12/27/2019,12/13/2023
4275,Graves-Miller,22,02/14/2021,02/12/2024
4276,Griffin-Hood,18,02/13/2020,12/07/2023
4277,Russo-Lane,17,12/01/2019,09/12/2023
4278,Evans PLC,25,12/05/2019,06/10/2023
4279,Patterson and Sons,17,02/18/2020,12/11/2023
4280,Nunez PLC,19,02/21/2020,10/18/2023
4281,Underwood Inc,21,01/22/2020,12/20/2023
4282,Klein-Wilkerson,20,03/10/2020,01/06/2024
4283,Young-Hanson,18,11/09/2019,01/06/2024
4284,Gross and Sons,18,12/30/2019,02/10/2024
4285,Adams LLC,26,12/22/2019,02/02/2024
4286,Wright Inc,23,12/05/2019,02/09/2024
4287,Francis and Sons,23,01/07/2020,11/02/2023
4288,Kemp Inc,23,12/01/2019,12/23/2023
4289,Obrien Group,20,12/31/2019,06/13/2023
4290,Evans-Gomez,10,03/01/2020,10/01/2023
4291,Adams and Sons,20,12/30/2019,10/16/2023
4292,Ritter Inc,19,12/22/2019,01/08/2024
4293,Preston-Flynn,20,02/08/2020,10/18/2023
4294,Hernandez-Roberts,22,12/26/2019,01/16/2024
4295,Richardson-Brown,26,01/17/2020,01/20/2024
4296,Koch Inc,13,06/14/2020,06/28/2023
4297,Brown Ltd,19,01/30/2020,08/24/2023
4298,Bailey-Roy,21,12/14/2019,03/06/2024
4299,Garcia Ltd,17,12/03/2019,11/16/2023
4300,Booth-Rogers,22,11/26/2019,10/28/2023
4301,Garcia Group,25,08/14/2020,03/07/2024
4302,Davis LLC,26,01/13/2020,01/13/2024
4303,Murphy Ltd,22,02/14/2020,12/05/2023
4304,Collins-Bowers,13,02/19/2020,01/26/2024
4305,Collier-Lutz,19,12/24/2019,02/18/2024
4306,Jones LLC,29,11/23/2019,03/02/2024
4307,Webb-Romero,14,02/05/2020,02/14/2024
4308,Gardner-Austin,13,11/30/2019,11/05/2023
4309,Gaines-Shaffer,23,12/05/2019,12/12/2023
4310,Smith and Sons,11,05/06/2020,02/01/2023
4311,Estrada-Hernandez,24,12/27/2019,01/20/2024
4312,Parker-Hicks,20,02/09/2020,11/22/2023
4313,May Group,21,02/09/2020,07/13/2023
4314,Cruz PLC,16,12/19/2019,01/17/2024
4315,Ward-Collins,23,12/08/2019,10/19/2023
4316,Hughes-Adams,26,01/07/2020,11/02/2023
4317,Keith and Sons,16,02/08/2020,02/19/2024
4318,Kelly Group,19,02/01/2020,10/19/2023
4319,Waller-Davidson,23,12/24/2019,01/01/2024
4320,Gross-Bass,17,02/19/2020,02/05/2024
4321,Vargas-Hammond,14,11/15/2019,11/30/2023
4322,Norris-Bell,25,03/10/2020,01/25/2024
4323,Porter LLC,15,11/08/2019,11/12/2023
4324,Baker-Hayes,22,05/07/2020,08/06/2023
4325,Hill-Fowler,18,01/04/2020,07/28/2023
4326,Hayden LLC,22,07/11/2020,12/28/2023
4327,Carpenter Ltd,23,12/31/2019,01/01/2024
4328,Horne Inc,24,12/20/2019,12/03/2023
4329,Salinas Ltd,24,01/19/2020,12/16/2023
4330,Fitzgerald Inc,18,03/13/2020,01/07/2024
4331,Wilson Ltd,24,03/20/2020,02/20/2024
4332,Marks LLC,15,04/30/2020,01/09/2024
4333,Terry-Mcfarland,19,01/09/2020,02/16/2024
4334,Alvarez Ltd,22,02/04/2020,09/23/2023
4335,Garcia-Santiago,17,01/13/2020,05/01/2023
4336,Hill-Garcia,16,07/11/2020,02/04/2024
4337,Foster-Vega,22,04/13/2020,11/12/2023
4338,Hampton-Bailey,16,12/31/2019,12/22/2023
4339,Ortiz-Johnson,19,02/22/2020,12/07/2023
4340,Wright and Sons,15,04/15/2020,09/30/2023
4341,Roberson-Gibson,17,01/17/2020,12/08/2023
4342,Watkins Group,24,12/14/2019,09/12/2023
4343,Bennett Ltd,19,12/22/2019,09/25/2023
4344,Bradley-Shepherd,26,02/14/2020,01/13/2024
4345,Hunter Group,20,01/27/2020,10/07/2023
4346,Phillips-Vance,14,01/06/2020,12/19/2023
4347,Nash Group,24,01/08/2020,01/09/2024
4348,Flores-Blake,24,03/20/2020,06/27/2023
4349,Nelson PLC,17,02/05/2020,01/29/2024
4350,Coffey-Palmer,23,06/10/2020,01/14/2024
4351,Flores-Turner,32,12/28/2019,02/04/2024
4352,Cantu Ltd,22,11/12/2019,01/17/2024
4353,Thomas Group,18,01/24/2020,10/05/2023
4354,Brown Group,19,12/09/2019,11/15/2023
4355,Brown LLC,19,06/21/2020,02/14/2024
4356,Simmons PLC,21,05/24/2020,07/23/2023
4357,George Group,23,04/13/2020,02/16/2024
4358,Weeks Inc,27,12/31/2019,11/02/2023
4359,Reed-Lee,20,01/22/2020,12/03/2023
4360,Lewis-Phillips,17,12/02/2019,08/15/2023
4361,Coleman Inc,15,02/17/2020,08/09/2023
4362,Ellison LLC,15,02/21/2020,01/12/2024
4363,Ford-Shelton,21,01/28/2020,08/14/2023
4364,Russo Group,20,02/16/2020,11/24/2023
4365,King Group,23,03/12/2020,09/04/2023
4366,Wright LLC,15,04/21/2020,10/27/2023
4367,Cantu Ltd,22,12/13/2019,01/24/2024
4368,Dixon Inc,21,01/15/2020,12/28/2023
4369,Holland-Maxwell,21,12/29/2019,10/05/2023
4370,Ferguson-Roach,25,08/11/2020,02/23/2024
4371,Walter Inc,22,11/25/2019,01/02/2024
4372,Wallace PLC,16,03/10/2020,12/02/2023
4373,Hartman Group,20,12/11/2019,11/05/2023
4374,Meyer Ltd,29,01/09/2020,12/21/2023
4375,Delgado-Wiggins,21,12/24/2019,11/21/2023
4376,Thompson-Morales,25,01/10/2020,01/13/2024
4377,Skinner PLC,15,01/28/2020,11/09/2023
4378,Hickman-Stein,21,12/24/2019,12/18/2023
4379,Scott-Dunn,31,12/22/2019,02/03/2024
4380,Tate-Hall,22,12/26/2019,12/14/2023
4381,Stevens-Barber,22,01/17/2020,10/10/2023
4382,Yang-Brown,19,02/18/2021,11/15/2023
4383,Wilkins LLC,17,05/02/2020,10/29/2023
4384,Burnett LLC,19,12/17/2019,12/07/2023
4385,Lindsey-Montgomery,20,12/07/2019,02/10/2024
4386,Ellis and Sons,23,04/28/2020,12/14/2023
4387,Chavez-Munoz,26,11/11/2019,12/17/2023
4388,Small PLC,25,12/17/2019,01/28/2024
4389,Diaz-Montoya,19,12/17/2019,12/25/2023
4390,Scott Inc,32,12/30/2019,12/27/2023
4391,Hunt Ltd,21,01/29/2020,09/09/2023
4392,Mckenzie and Sons,15,11/27/2019,01/25/2024
4393,Rivera-Dillon,25,02/12/2020,12/09/2023
4394,King-Berry,16,01/01/2020,12/30/2023
4395,Jones-Frederick,24,01/13/2020,10/02/2023
4396,Larson Ltd,21,12/05/2019,06/08/2023
4397,Ray and Sons,9,02/03/2020,12/14/2023
4398,Gomez-Villanueva,21,01/06/2020,10/12/2023
4399,Payne-Wang,20,12/03/2019,12/08/2023
4400,Hernandez-Molina,22,02/18/2020,12/19/2023
4401,Parker LLC,23,12/10/2019,11/04/2023
4402,Hull Group,20,02/16/2020,11/09/2023
4403,White PLC,21,12/13/2019,10/29/2023
4404,Gonzalez-Dixon,19,02/20/2020,12/25/2023
4405,Carter-Smith,25,01/11/2020,02/08/2024
4406,Torres LLC,17,02/10/2020,02/15/2024
4407,Underwood-Campbell,12,04/12/2020,01/20/2024
4408,Baker-Pierce,27,04/07/2020,12/22/2023
4409,Everett-Sullivan,18,12/27/2019,08/26/2023
4410,Gilbert Ltd,22,12/16/2019,12/31/2023
4411,Patterson-Evans,14,11/29/2019,10/15/2023
4412,Hernandez Group,24,04/04/2020,08/01/2023
4413,Ryan LLC,25,08/03/2020,12/30/2023
4414,Peterson LLC,24,07/25/2020,12/25/2023
4415,Armstrong Group,13,01/24/2020,01/05/2024
4416,Williams-Farmer,25,01/26/2020,12/10/2023
4417,Ross-Nash,19,01/15/2020,11/02/2023
4418,Liu-Wallace,24,01/21/2020,01/07/2024
4419,Hernandez-Thomas,22,03/10/2020,01/16/2024
4420,Lowe Inc,24,04/05/2020,02/01/2024
4421,Wood Inc,10,01/26/2020,06/01/2023
4422,Schwartz-Madden,18,01/25/2020,08/23/2023
4423,Green-Watkins,16,12/30/2019,09/16/2023
4424,Hunter-Tucker,19,02/23/2020,01/10/2024
4425,Ramirez and Sons,14,06/26/2020,11/27/2023
4426,Brown-Hill,24,01/10/2020,11/12/2023
4427,Hansen-Buck,13,01/20/2020,12/26/2023
4428,Patrick Group,19,03/13/2020,01/22/2024
4429,Allen-Bonilla,21,01/02/2020,08/31/2023
4430,Martinez-Nguyen,23,11/11/2019,11/15/2023
4431,Hunter-Jones,15,03/31/2020,09/26/2023
4432,Alexander PLC,27,12/18/2019,11/15/2023
4433,Anderson LLC,18,03/12/2020,08/08/2023
4434,George-Rodriguez,19,12/22/2019,08/14/2023
4435,Parrish Inc,20,02/28/2020,01/09/2024
4436,Lopez-Butler,21,03/15/2020,02/02/2024
4437,Lee-Holt,13,12/24/2019,06/20/2023
4438,Velazquez-Ramos,16,02/16/2021,08/10/2023
4439,Hamilton PLC,20,02/28/2021,02/17/2024
4440,Bryant-Chang,18,03/19/2020,11/28/2023
4441,Castillo-Bush,19,12/28/2019,10/03/2023
4442,Alexander PLC,21,03/03/2020,12/26/2023
4443,Tate-Morse,23,04/09/2020,11/18/2023
4444,Keller and Sons,21,01/03/2020,02/13/2024
4445,Strickland-Arroyo,23,04/16/2020,02/05/2024
4446,Blevins-Anderson,17,02/27/2020,09/15/2023
4447,Rios and Sons,22,11/23/2019,01/13/2024
4448,Holland and Sons,27,03/26/2020,02/20/2024
4449,Turner-Smith,21,12/08/2019,02/09/2024
4450,Pennington LLC,22,11/20/2019,11/15/2023
4451,Allen-Wilson,18,07/06/2020,02/16/2024
4452,Ellis Inc,19,02/06/2020,01/16/2024
4453,Howard PLC,18,02/22/2020,01/21/2024
4454,Butler LLC,16,05/31/2020,11/27/2023
4455,Bell Ltd,20,01/12/2020,12/29/2023
4456,Fuller PLC,19,01/15/2020,01/14/2024
4457,Torres-Ware,19,01/12/2020,05/26/2023
4458,Anderson-Salinas,17,03/07/2020,02/18/2024
4459,Keller PLC,17,11/30/2019,12/04/2023
4460,Clark PLC,29,11/26/2019,02/14/2024
4461,Reed-Watson,14,12/19/2019,08/01/2023
4462,Baker-Silva,20,11/20/2019,01/03/2024
4463,Tyler-Oneill,18,12/23/2019,10/16/2023
4464,Kennedy-Ayala,24,12/07/2019,10/11/2023
4465,Rivas-Gordon,18,01/26/2020,01/27/2024
4466,Khan PLC,23,12/12/2019,11/25/2023
4467,Osborne-Murphy,12,04/20/2020,11/26/2023
4468,Medina-Marquez,19,11/08/2019,02/25/2024
4469,Brown-Hernandez,32,12/30/2019,01/24/2024
4470,White-Price,29,12/31/2019,11/21/2023
4471,Campbell-Peters,29,12/04/2019,01/01/2024
4472,Richardson Ltd,21,05/22/2020,07/14/2023
4473,Carter Inc,19,12/09/2019,06/17/2023
4474,Sims and Sons,21,03/09/2020,12/29/2023
4475,Nelson Group,20,12/21/2019,01/10/2024
4476,Green and Sons,21,02/13/2020,07/27/2023
4477,Mcfarland LLC,22,03/02/2020,05/04/2023
4478,Johnson-Keller,19,12/17/2019,05/15/2023
4479,Taylor-Knapp,17,02/03/2020,10/30/2023
4480,Osborn LLC,28,01/01/2020,02/05/2024
4481,Huang-Griffin,21,02/08/2020,08/19/2023
4482,Reyes-Carpenter,17,06/28/2020,12/22/2023
4483,Gilbert-Sanchez,19,12/23/2019,09/30/2023
4484,Morgan-Warren,23,11/28/2019,12/07/2023
4485,Lawrence Inc,16,06/09/2020,10/15/2023
4486,Henry LLC,19,09/02/2020,01/21/2024
4487,Price-Pena,19,12/22/2019,12/08/2023
4488,Lee and Sons,18,01/12/2020,10/07/2023
4489,Williams Inc,28,02/19/2020,06/06/2023
4490,Vargas-Adams,18,12/18/2019,10/19/2023
4491,Brandt-Gonzalez,20,12/21/2019,01/14/2024
4492,Mckenzie-Pena,20,05/02/2020,02/27/2024
4493,Navarro PLC,24,01/24/2020,09/04/2023
4494,Smith PLC,21,12/17/2019,09/20/2023
4495,Butler-Santiago,25,01/22/2020,02/20/2024
4496,Stephens Group,14,01/12/2020,09/22/2023
4497,Hernandez Group,25,05/31/2020,02/03/2024
4498,Daniels Ltd,25,12/08/2019,10/01/2023
4499,Huang Ltd,19,12/11/2019,02/12/2024
4500,Ryan Inc,23,11/16/2019,12/23/2023
4501,Mendoza-Nelson,22,03/09/2020,06/02/2023
4502,Bass-Hernandez,19,06/04/2020,11/15/2023
4503,Diaz Inc,16,01/02/2020,10/21/2023
4504,Boyd-Sparks,14,07/26/2020,02/11/2024
4505,Burnett Inc,27,12/09/2019,02/23/2024
4506,Grant-Adams,20,02/01/2020,09/11/2023
4507,Levine and Sons,31,12/17/2019,12/13/2023
4508,Torres Ltd,18,03/17/2020,02/09/2024
4509,Williams PLC,15,05/23/2020,12/11/2023
4510,Smith-Moore,15,12/18/2019,01/17/2024
4511,Torres LLC,22,07/01/2020,02/11/2024
4512,Hernandez Group,27,02/08/2020,12/10/2023
4513,Newman-Alvarado,17,01/06/2020,02/02/2024
4514,Phillips-Schwartz,18,12/27/2019,09/11/2023
4515,Sutton-Sutton,13,12/07/2019,02/10/2023
4516,Henry-Moody,20,03/18/2020,02/11/2024
4517,Gonzales-King,22,01/25/2020,09/12/2023
4518,Jackson Ltd,21,04/30/2020,01/24/2024
4519,Reyes Inc,16,11/23/2019,01/24/2024
4520,White-Carpenter,29,04/30/2020,02/25/2024
4521,Stevens PLC,17,01/24/2020,01/24/2024
4522,Zavala-Lewis,14,02/07/2020,10/07/2023
4523,Mccall-Clark,25,01/15/2020,01/30/2024
4524,Harris-Gibson,20,12/27/2019,01/24/2024
4525,Poole-Brooks,13,06/03/2020,08/05/2023
4526,Burgess LLC,18,03/25/2020,02/15/2024
4527,Haley-Watson,14,02/05/2020,08/23/2023
4528,Adams Ltd,18,05/05/2020,02/08/2024
4529,Myers Inc,24,02/15/2020,12/22/2023
4530,Rogers Inc,20,12/08/2019,12/31/2023
4531,Thomas-Wallace,23,12/10/2019,11/27/2023
4532,Bryant and Sons,19,11/28/2019,10/29/2023
4533,Sherman-Smith,21,01/29/2020,12/28/2023
4534,Keller-Thompson,17,11/20/2019,01/10/2024
4535,Fitzgerald-Caldwell,23,02/25/2020,11/27/2023
4536,King-Harper,22,01/12/2020,11/21/2023
4537,Matthews-Rodriguez,15,12/06/2019,06/11/2023
4538,Davis-Taylor,17,03/03/2020,12/15/2023
4539,Perez-Robbins,25,02/16/2020,02/12/2024
4540,Gutierrez LLC,15,12/25/2019,01/10/2024
4541,Rodriguez Group,19,02/22/2020,09/25/2023
4542,Bradley-Stein,13,11/01/2020,12/26/2023
4543,Morrow Ltd,21,04/17/2020,01/18/2024
4544,Sheppard LLC,26,12/11/2019,01/27/2024
4545,Macias and Sons,22,01/07/2020,09/30/2023
4546,Johnson Inc,12,01/11/2020,10/07/2023
4547,Lewis LLC,22,03/18/2020,02/08/2024
4548,Anderson Group,17,04/19/2020,11/23/2023
4549,Walton Ltd,20,02/17/2020,02/19/2024
4550,Gibson-Cruz,17,01/04/2020,06/18/2023
4551,Ross PLC,29,12/28/2019,11/16/2023
4552,Tapia-Bauer,25,12/03/2019,01/13/2024
4553,Becker-Mitchell,17,02/12/2020,05/06/2023
4554,Dominguez Group,18,03/14/2020,09/11/2023
4555,Turner-Perez,19,03/18/2020,01/25/2024
4556,Robinson-Jackson,17,12/28/2019,12/02/2023
4557,Mann-Massey,33,01/24/2020,01/31/2024
4558,Stone-Waters,22,12/02/2019,11/12/2023
4559,Maxwell-Harmon,23,12/14/2019,06/21/2023
4560,Carroll-Rodriguez,18,01/02/2020,01/29/2024
4561,Brown-Watson,23,11/21/2019,01/23/2024
4562,Chase Ltd,15,04/22/2020,10/02/2023
4563,Martinez-Wilkinson,23,02/02/2020,12/19/2023
4564,Watkins Group,14,01/09/2020,12/25/2023
4565,Fox Ltd,26,06/06/2020,03/03/2024
4566,Parker Group,31,11/17/2019,01/07/2024
4567,Moody-Mcdaniel,22,01/23/2020,12/31/2023
4568,Osborne-Grimes,28,01/21/2020,02/12/2024
4569,Paul Ltd,12,04/04/2020,02/25/2023
4570,Humphrey-Shaw,16,01/17/2020,07/04/2023
4571,Yates-Clark,24,12/29/2019,01/21/2024
4572,Murphy PLC,13,03/03/2020,01/12/2024
4573,Rodgers-Richardson,20,02/24/2020,11/09/2023
4574,Olson and Sons,20,03/03/2020,11/06/2023
4575,Vang-Chen,15,02/11/2020,02/19/2024
4576,Rodriguez-Morales,27,12/13/2019,12/19/2023
4577,Rogers LLC,22,11/12/2019,06/05/2023
4578,Franklin Ltd,18,09/07/2020,11/09/2023
4579,Morales-Lin,8,12/07/2020,02/15/2024
4580,Woods-Jones,11,09/13/2020,10/22/2023
4581,Lopez Group,20,12/31/2019,07/17/2023
4582,Phillips-Singh,21,04/26/2020,01/27/2024
4583,Castillo-Cooper,21,02/25/2020,10/28/2023
4584,Haynes Inc,25,12/16/2019,01/15/2024
4585,Griffin Group,23,03/31/2020,12/29/2023
4586,Lewis-White,14,02/16/2020,01/15/2024
4587,Brown-Williams,17,12/07/2019,10/28/2023
4588,Bishop LLC,20,12/07/2019,10/11/2023
4589,Rodriguez Ltd,14,12/11/2019,11/24/2023
4590,Guzman LLC,25,12/22/2019,02/24/2024
4591,Hicks-Jackson,19,12/20/2019,06/19/2023
4592,Gomez Group,19,12/28/2019,11/19/2023
4593,Sanchez LLC,15,01/05/2020,01/21/2023
4594,Weeks-Flores,24,03/18/2020,02/14/2024
4595,Sutton-Malone,22,06/08/2020,12/31/2023
4596,Maxwell Ltd,17,11/26/2019,07/22/2023
4597,Church-Shah,16,07/27/2020,12/21/2023
4598,Buchanan and Sons,18,02/24/2020,01/05/2024
4599,Jones PLC,18,01/09/2020,11/06/2023
4600,Moon-Lawrence,24,01/18/2020,01/28/2024
4601,Wilkinson Inc,15,12/02/2019,02/06/2024
4602,Phillips-Ali,17,02/28/2021,01/17/2024
4603,Mason and Sons,20,05/16/2020,01/03/2024
4604,Owens-Dunn,21,06/14/2020,02/12/2024
4605,Carroll-Watson,20,01/17/2020,11/29/2023
4606,Silva and Sons,16,03/12/2020,12/01/2023
4607,Garcia Group,15,01/07/2020,11/01/2023
4608,Price LLC,14,06/23/2020,01/11/2024
4609,Dawson-Roberts,18,01/16/2020,02/23/2024
4610,Ward-Williams,16,06/25/2020,11/06/2023
4611,Gutierrez and Sons,14,01/31/2020,02/22/2024
4612,Meyers Ltd,21,12/18/2019,12/19/2023
4613,Dixon Group,22,12/20/2019,01/02/2024
4614,Harris-Wilson,19,05/24/2020,12/14/2023
