SerialNumber,Model,Capacity,CargoGroup
21765,O-11,2479,Raw Minerals
21196,O-10,9101,Metals
13355,N-15,5549,Machinery
16543,H-15,5208,Machinery
26604,J-17,2829,Goods
29392,A-16,2778,Metals
30549,I-12,8020,Electronics
32481,P-20,7648,Goods
34126,F-17,8981,Forestry
19275,E-12,4677,Metals
10113,F-20,1136,Livestock
46701,J-15,3445,Building Materials
41944,P-11,6314,Intermodal Containers
10880,B-18,7598,Oil
39615,H-20,7900,Electronics
45747,E-13,9057,Electronics
14769,G-17,8676,Machinery
30532,E-16,7855,Forestry
39642,N-14,5396,Food
49570,K-11,8364,Food
45252,N-16,3701,Raw Minerals
49585,P-20,3253,Chemicals
44289,O-17,1742,Food
25319,J-12,2415,Machinery
16220,C-17,9893,Food
14166,I-19,7381,Raw Minerals
46287,B-18,2316,Machinery
22613,G-14,6520,Intermodal Containers
37818,K-12,1778,Chemicals
47966,L-11,6073,Food
38321,A-16,4802,Electronics
14127,I-19,2169,Goods
46932,I-12,5940,Building Materials
20547,P-10,5632,Goods
33883,G-10,9234,Oil
21613,G-13,4568,Metals
24078,P-15,2098,Goods
49351,B-18,9180,Goods
26414,F-20,2529,Metals
46008,O-18,4948,Goods
43504,I-14,2896,Livestock
28045,O-10,2330,Oil
18950,P-20,4979,Oil
33790,B-16,1636,Chemicals
20366,J-14,2318,Food
29596,J-15,1325,Metals
33406,F-13,8268,Automobiles
15983,M-13,6253,Goods
31600,D-15,8177,Oil
13712,N-19,7525,Automobiles
36837,I-11,9097,Agricultural
44989,F-12,2296,Goods
18722,J-10,3661,Forestry
47086,G-12,4261,Food
25410,J-15,7645,Raw Minerals
15146,K-13,9952,Metals
45130,L-13,1742,Intermodal Containers
38881,M-17,9642,Forestry
40333,E-12,3336,Electronics
39264,O-14,6773,Intermodal Containers
15682,O-13,9711,Livestock
12173,D-13,2228,Livestock
34392,J-12,3517,Oil
22676,M-19,2142,Automobiles
12371,N-19,9549,Goods
12440,H-20,6927,Livestock
12310,B-13,1532,Forestry
12761,K-10,7236,Raw Minerals
48118,G-15,7211,Intermodal Containers
20575,I-10,8972,Electronics
21772,O-20,4009,Automobiles
13575,F-16,4283,Raw Minerals
18091,E-15,5424,Agricultural
40071,O-20,4738,Metals
12648,C-15,2425,Chemicals
29404,F-16,7936,Electronics
21163,O-15,9589,Food
25253,P-14,1232,Oil
12971,J-17,2335,Intermodal Containers
32960,J-12,1041,Food
49713,M-19,2630,Intermodal Containers
38442,E-16,4013,Oil
12872,D-20,5086,Intermodal Containers
37358,I-20,4682,Electronics
18909,C-14,6859,Forestry
41418,I-17,5158,Agricultural
14849,L-12,5794,Automobiles
26417,F-17,9103,Goods
48247,N-11,9717,Automobiles
48139,M-15,7190,Building Materials
14356,N-13,3649,Electronics
30250,L-18,6954,Building Materials
40110,D-10,5889,Agricultural
30903,B-15,3010,Metals
42337,G-20,8121,Food
36628,F-14,5601,Goods
26151,I-13,4994,Agricultural
32222,E-16,8362,Machinery
25606,J-13,3137,Goods
36309,O-17,8710,Agricultural
16289,E-15,5436,Food
13919,I-15,1565,Raw Minerals
22820,B-14,5688,Metals
25640,L-18,6300,Intermodal Containers
33849,P-12,9072,Electronics
44219,B-11,3829,Raw Minerals
12560,N-11,6449,Livestock
17199,A-13,2175,Oil
29102,M-15,4189,Goods
38495,F-10,5897,Food
19909,P-16,1191,Chemicals
18439,K-15,4043,Goods
26069,I-10,4836,Electronics
32066,P-15,4214,Chemicals
31630,K-16,2151,Machinery
23979,H-12,4074,Food
22627,I-11,2513,Building Materials
12240,B-20,4927,Chemicals
32783,I-16,7383,Intermodal Containers
39468,F-17,7607,Metals
47150,G-12,1195,Forestry
18811,E-20,6633,Intermodal Containers
41687,B-13,7317,Livestock
33997,F-17,5017,Goods
37741,D-13,3565,Machinery
23270,H-18,9946,Raw Minerals
20581,N-16,3791,Electronics
18352,K-17,3482,Chemicals
45251,D-16,6352,Goods
10179,K-16,4705,Food
15671,F-19,3216,Building Materials
21556,O-11,1694,Agricultural
32339,O-12,6977,Metals
22484,I-12,8263,Forestry
12821,B-18,7713,Machinery
31225,J-12,1563,Metals
48613,E-16,3865,Food
16128,D-20,2627,Electronics
24063,P-16,5970,Raw Minerals
25103,K-18,6377,Forestry
24569,M-17,2021,Machinery
33354,D-18,4994,Oil
34330,L-14,6729,Intermodal Containers
42201,C-13,4041,Machinery
18603,P-17,8420,Building Materials
27701,J-17,2859,Goods
30835,G-15,6023,Machinery
46888,J-11,5882,Electronics
25099,K-20,3071,Food
41054,I-17,5359,Goods
47265,L-15,3065,Chemicals
10172,K-11,1616,Building Materials
31246,I-18,4144,Metals
27722,I-17,4797,Agricultural
31399,N-15,5705,Electronics
25835,O-10,9265,Oil
34651,E-14,6569,Livestock
35687,I-17,5713,Livestock
20286,E-17,7724,Oil
38857,H-13,9784,Oil
15469,G-16,1475,Metals
26430,D-19,1879,Chemicals
16406,A-13,8667,Livestock
19773,B-17,1251,Oil
27904,C-13,6057,Food
49363,K-11,8760,Building Materials
35199,A-14,3101,Forestry
48081,K-12,4272,Agricultural
23365,D-12,2182,Intermodal Containers
10293,O-20,9455,Metals
10527,N-17,9945,Metals
16497,J-17,7888,Electronics
34902,H-14,3877,Livestock
43913,F-10,5668,Livestock
34229,I-13,2734,Machinery
35849,J-15,8016,Agricultural
44486,O-18,9665,Building Materials
48893,B-14,8322,Electronics
47233,H-12,9285,Electronics
39673,M-16,8871,Agricultural
19824,P-16,7096,Forestry
12552,M-20,5722,Chemicals
38061,B-18,7312,Goods
27179,M-20,1768,Building Materials
35274,B-14,3020,Automobiles
38341,L-12,8528,Electronics
45791,H-18,1492,Metals
15585,O-18,4224,Intermodal Containers
46059,O-13,1217,Intermodal Containers
26365,H-18,7158,Chemicals
36475,D-14,2038,Livestock
33855,M-15,7798,Oil
29759,P-16,3839,Building Materials
31730,D-20,4715,Machinery
23730,M-17,7964,Intermodal Containers
20768,M-16,6928,Raw Minerals
20210,A-12,8637,Oil
15804,D-14,3803,Oil
16327,I-11,3544,Oil
21827,P-14,5255,Forestry
20700,O-18,4845,Machinery
22272,B-20,9864,Raw Minerals
28273,D-17,3095,Livestock
39401,G-12,6121,Automobiles
47645,F-16,3067,Electronics
19465,L-14,1124,Automobiles
41789,A-15,3078,Chemicals
31544,D-13,1943,Intermodal Containers
25385,C-12,3314,Food
33165,O-17,6719,Oil
44294,G-20,6851,Building Materials
23905,D-19,1561,Raw Minerals
41309,B-14,7906,Forestry
43416,H-17,1065,Building Materials
47330,L-11,6541,Raw Minerals
13885,B-13,4792,Goods
19613,C-16,7810,Livestock
21530,C-15,6680,Building Materials
37534,H-11,1154,Building Materials
16956,F-19,5195,Food
37578,I-15,7493,Machinery
28582,L-15,5961,Machinery
15392,H-18,5346,Machinery
23698,P-18,3499,Forestry
49812,L-15,3148,Electronics
33873,K-18,6278,Agricultural
43532,G-17,2775,Machinery
24928,F-13,6811,Machinery
17734,B-12,9479,Livestock
18278,O-13,9614,Metals
22203,D-14,1222,Livestock
19784,A-20,7284,Intermodal Containers
49129,F-15,1707,Electronics
13400,F-11,7477,Raw Minerals
10924,I-10,1696,Food
25680,M-10,3282,Forestry
43137,G-12,1603,Forestry
48104,G-11,4698,Building Materials
27448,N-15,9952,Chemicals
40048,F-19,7992,Food
28552,F-17,6312,Chemicals
48014,D-18,6898,Electronics
37070,F-17,6221,Agricultural
41693,F-16,9211,Agricultural
34281,N-14,7864,Forestry
25363,B-19,7082,Raw Minerals
40461,L-11,3940,Forestry
30224,I-14,8553,Machinery
12335,K-10,4626,Agricultural
45178,F-15,8560,Agricultural
23974,F-14,4059,Intermodal Containers
47586,N-13,5679,Building Materials
37423,D-19,8877,Raw Minerals
32394,O-10,8326,Building Materials
13869,D-20,8888,Intermodal Containers
36433,D-18,2598,Building Materials
20983,E-12,4935,Electronics
33600,H-17,9238,Livestock
31757,G-17,5901,Agricultural
17471,F-14,9649,Forestry
23781,I-16,1203,Automobiles
25873,A-15,1585,Food
27948,E-11,8099,Raw Minerals
47232,J-19,9734,Intermodal Containers
49011,L-10,2963,Raw Minerals
10274,J-11,7045,Agricultural
12029,D-18,7113,Metals
43412,G-12,7644,Machinery
34496,O-16,8352,Agricultural
25398,D-12,9489,Electronics
42995,J-15,7035,Agricultural
15981,J-18,1093,Raw Minerals
22863,J-16,7164,Intermodal Containers
43489,J-15,5750,Electronics
49589,J-12,8113,Oil
32962,D-16,9971,Goods
46641,K-13,8634,Metals
37545,K-15,5395,Livestock
34325,D-17,8562,Livestock
11190,D-17,3664,Forestry
11276,N-17,2045,Automobiles
30093,D-11,9627,Intermodal Containers
32268,E-11,3985,Chemicals
21675,I-12,3946,Building Materials
12748,L-16,9767,Goods
28294,L-15,7642,Building Materials
25644,F-13,1788,Building Materials
35623,J-11,8329,Chemicals
16809,H-10,7251,Food
30940,P-20,9297,Raw Minerals
13697,D-20,1254,Automobiles
30125,M-11,8712,Intermodal Containers
35103,G-17,2362,Livestock
14919,E-11,3678,Chemicals
29555,M-10,8968,Intermodal Containers
20116,H-10,1128,Machinery
12563,C-19,3572,Chemicals
13585,D-18,8916,Machinery
25217,J-13,7129,Raw Minerals
12711,G-14,2872,Agricultural
41316,F-16,4418,Intermodal Containers
33399,A-10,6211,Forestry
44446,N-10,3311,Livestock
17933,K-17,9380,Raw Minerals
16716,N-15,3902,Raw Minerals
38972,E-16,1261,Agricultural
48205,P-11,1007,Building Materials
15385,N-17,9877,Agricultural
26130,G-16,7656,Chemicals
16804,A-13,8044,Building Materials
38292,N-10,9585,Food
36033,A-11,6176,Electronics
45269,H-13,4867,Electronics
22793,K-14,4480,Building Materials
13569,C-12,2782,Machinery
48704,N-13,2763,Electronics
31035,D-13,7041,Food
19862,G-20,2100,Raw Minerals
33551,H-12,7897,Oil
35942,C-17,4280,Automobiles
25504,G-17,4260,Forestry
11624,K-15,2131,Machinery
29224,L-15,8422,Oil
45763,N-19,2386,Livestock
29415,O-10,6531,Livestock
11047,F-12,3324,Goods
27164,N-16,9890,Food
43626,I-18,1913,Electronics
15982,A-16,1625,Intermodal Containers
16227,F-18,9384,Machinery
12299,K-12,7516,Livestock
34692,E-20,5507,Automobiles
16433,N-18,8999,Raw Minerals
21782,K-20,5045,Machinery
33757,A-19,9821,Building Materials
29421,L-10,9249,Livestock
15282,D-20,8069,Machinery
23150,D-19,1988,Machinery
30576,J-16,4650,Oil
36581,I-11,4480,Electronics
19157,F-16,6957,Raw Minerals
46332,C-14,5636,Machinery
45762,A-11,6814,Building Materials
32286,L-15,8990,Oil
37594,D-19,1972,Machinery
14016,O-12,5282,Agricultural
48595,P-10,1456,Automobiles
20094,K-13,8106,Raw Minerals
18098,F-14,8924,Machinery
17668,B-16,2211,Oil
24510,M-11,2994,Livestock
22368,N-10,4856,Electronics
12140,B-10,7600,Forestry
26040,E-11,9518,Oil
41411,I-15,7588,Food
47721,O-13,1122,Metals
40599,C-14,8964,Raw Minerals
35958,C-17,8935,Chemicals
48413,B-13,4747,Automobiles
10787,D-17,8273,Agricultural
40881,M-19,3795,Automobiles
38385,J-14,5572,Livestock
38482,M-14,4067,Automobiles
41842,C-15,3201,Metals
45470,K-11,5671,Food
48672,J-17,5225,Oil
10448,H-10,4314,Forestry
47271,L-15,3100,Food
14239,L-10,3799,Goods
37149,K-12,4166,Raw Minerals
16880,L-18,5607,Automobiles
42149,P-17,8159,Electronics
28133,F-16,8083,Agricultural
13115,B-10,8289,Raw Minerals
46548,O-16,9253,Livestock
45548,K-15,5611,Oil
19429,F-14,8409,Automobiles
47974,H-11,6273,Automobiles
12876,I-15,3542,Oil
20697,D-12,6738,Electronics
34062,E-12,3704,Oil
13362,M-10,2983,Livestock
35079,P-20,3905,Forestry
12380,B-12,7161,Intermodal Containers
23152,M-17,4456,Electronics
38797,F-10,9184,Forestry
17008,I-13,9362,Chemicals
37017,M-11,8946,Building Materials
16502,K-14,6894,Metals
49909,D-16,3307,Food
43002,L-17,6499,Chemicals
23052,M-11,9895,Chemicals
45358,G-18,8050,Chemicals
26178,G-11,1238,Building Materials
20455,C-15,9565,Oil
25614,M-15,7495,Metals
36210,H-18,7112,Building Materials
41166,B-17,3018,Building Materials
42465,L-18,4801,Livestock
37538,L-19,3360,Intermodal Containers
42805,A-10,9266,Raw Minerals
44633,C-13,3989,Agricultural
41057,H-10,1941,Food
14910,I-18,1393,Food
21707,N-18,6700,Livestock
15723,K-14,6817,Livestock
31885,O-16,4463,Agricultural
16242,O-12,5585,Metals
14205,O-17,7231,Intermodal Containers
31431,K-17,5494,Oil
23770,D-16,5465,Food
45667,G-11,6415,Raw Minerals
20230,N-18,9858,Oil
39840,B-18,8886,Building Materials
29077,E-18,3859,Building Materials
44878,H-15,2634,Building Materials
24066,H-17,8601,Goods
31709,I-15,2180,Agricultural
16659,I-12,8281,Building Materials
44636,I-10,8863,Goods
46075,M-16,5218,Machinery
36186,P-14,5517,Agricultural
48718,P-18,2699,Machinery
39303,N-12,1103,Oil
27126,E-16,3946,Oil
43650,K-16,3892,Automobiles
47894,E-11,6664,Metals
37655,M-19,9687,Building Materials
37115,I-14,4555,Oil
35805,F-11,6745,Building Materials
38521,E-18,3309,Raw Minerals
14309,A-17,7013,Machinery
44030,N-14,6359,Forestry
43193,K-14,3132,Chemicals
20318,E-16,2646,Forestry
38609,F-12,9380,Livestock
46954,H-10,9833,Goods
21716,H-10,8113,Intermodal Containers
24395,A-10,8745,Livestock
41465,O-17,2020,Livestock
14254,N-18,3317,Metals
16328,G-10,5351,Automobiles
18985,P-20,9519,Automobiles
11430,D-13,1359,Machinery
35460,N-12,5730,Chemicals
38708,P-19,2995,Forestry
12526,I-15,6902,Building Materials
35237,F-18,2611,Food
48722,H-14,3164,Electronics
41293,I-13,5086,Machinery
29883,H-12,2034,Intermodal Containers
12785,M-18,5179,Chemicals
40026,G-10,2411,Agricultural
23265,I-18,2507,Raw Minerals
46040,G-11,7849,Goods
35191,J-19,6988,Forestry
21830,B-15,2967,Livestock
17004,L-10,2546,Electronics
37331,I-19,8985,Chemicals
20730,G-15,9991,Agricultural
39461,L-13,7400,Livestock
14365,P-14,4479,Livestock
49146,F-17,8156,Oil
12086,E-13,1824,Chemicals
38234,E-17,5560,Metals
20694,C-13,6744,Raw Minerals
12521,H-13,8916,Machinery
39517,N-13,1434,Goods
35301,B-11,2753,Building Materials
48927,B-18,3615,Goods
28893,N-14,3056,Chemicals
35880,C-18,6804,Chemicals
22193,H-15,6642,Electronics
11446,N-13,6476,Metals
24932,A-19,8912,Chemicals
26907,F-14,4672,Food
22986,C-12,5370,Agricultural
19539,H-19,4708,Goods
27301,D-12,3057,Metals
39574,I-17,5900,Goods
10394,I-15,2306,Machinery
22955,J-12,7103,Livestock
28383,C-10,3089,Electronics
31232,A-15,4181,Electronics
35397,E-13,6341,Food
11648,N-12,1088,Automobiles
37112,B-10,1091,Intermodal Containers
36372,N-12,7763,Electronics
24373,J-20,6193,Machinery
28051,J-10,1380,Intermodal Containers
17220,P-17,5623,Raw Minerals
16375,D-12,6232,Metals
26511,K-16,8276,Machinery
44985,P-15,1091,Livestock
36522,N-15,6931,Chemicals
11438,M-17,2722,Forestry
28238,E-19,1623,Intermodal Containers
21377,A-16,6040,Building Materials
22745,E-15,3063,Food
28388,C-19,1123,Automobiles
13850,I-15,7812,Agricultural
41270,J-15,3863,Intermodal Containers
31849,E-20,9941,Food
46341,P-10,3335,Machinery
11625,O-15,7712,Electronics
17350,F-15,8701,Metals
11984,H-15,6582,Electronics
17402,C-13,2685,Electronics
10873,H-13,8230,Agricultural
12947,M-12,4647,Raw Minerals
11289,G-10,8212,Forestry
12426,P-11,8573,Building Materials
13393,D-19,4143,Chemicals
22590,P-14,1362,Livestock
22961,K-15,9391,Goods
39620,L-10,4335,Oil
14264,G-13,7845,Metals
47413,A-12,6493,Automobiles
33994,H-10,3311,Livestock
31812,H-10,4115,Goods
27731,B-16,7357,Intermodal Containers
34526,O-10,9798,Chemicals
19649,B-12,4353,Intermodal Containers
12009,F-12,1442,Metals
27417,F-19,3975,Machinery
47177,M-17,5796,Intermodal Containers
29987,E-12,6135,Agricultural
21077,H-11,4343,Machinery
31302,O-13,1710,Building Materials
18572,F-12,7527,Building Materials
31642,H-15,6184,Electronics
26480,G-16,9671,Forestry
24545,D-15,4051,Machinery
33445,G-18,6125,Raw Minerals
44838,H-16,9350,Oil
25276,O-15,4144,Livestock
15679,A-15,3267,Building Materials
15450,K-16,7092,Oil
34113,C-18,8645,Goods
32011,E-10,1007,Goods
49226,L-13,7409,Electronics
12391,L-19,9368,Chemicals
22165,P-14,9155,Livestock
28553,J-11,2060,Food
19929,M-13,9069,Machinery
26423,E-18,6249,Oil
12553,C-11,5018,Oil
13248,M-16,5170,Agricultural
25245,G-10,5590,Machinery
44927,C-13,5767,Intermodal Containers
12657,N-20,6425,Goods
12128,O-13,6104,Oil
13687,O-14,1193,Oil
18724,G-10,8311,Automobiles
44134,B-12,5078,Automobiles
33471,J-11,6591,Raw Minerals
21955,I-19,8532,Oil
48592,B-20,5333,Intermodal Containers
13228,H-20,3185,Food
16860,J-15,1501,Oil
26474,D-20,2284,Food
25749,O-11,4342,Agricultural
16787,D-18,9532,Building Materials
30216,N-15,8136,Oil
25975,E-17,6825,Livestock
28064,P-14,5264,Building Materials
22671,P-12,3192,Raw Minerals
22103,N-12,4811,Machinery
19317,G-18,9633,Intermodal Containers
44424,F-11,2032,Intermodal Containers
49953,C-13,6646,Building Materials
32211,O-11,5872,Raw Minerals
41645,H-16,1132,Food
35984,L-16,4181,Intermodal Containers
15096,L-15,4238,Building Materials
17646,P-19,3800,Food
21841,O-20,8117,Livestock
25312,J-16,5426,Chemicals
46657,K-18,8418,Building Materials
48206,K-18,8403,Machinery
49458,K-19,9900,Intermodal Containers
35622,P-12,3206,Food
30901,O-18,2764,Chemicals
34159,O-17,6894,Oil
35720,G-18,8949,Chemicals
26092,I-14,7056,Food
37106,A-11,1996,Forestry
14029,I-12,6375,Agricultural
18445,K-12,2067,Livestock
17573,C-14,4029,Raw Minerals
11825,L-19,7810,Goods
20319,D-14,3195,Building Materials
28039,K-17,2037,Electronics
22277,F-15,3124,Machinery
34344,L-15,7691,Forestry
43820,G-15,2355,Intermodal Containers
39850,N-16,2631,Goods
27666,L-19,4558,Machinery
11223,C-16,6249,Oil
25029,C-11,1616,Machinery
14795,C-19,4354,Metals
33832,D-13,1716,Metals
17240,C-10,6463,Intermodal Containers
36631,O-14,6054,Intermodal Containers
35693,C-13,9349,Agricultural
46584,B-16,8335,Goods
18585,N-20,4786,Electronics
45736,C-10,1038,Agricultural
43561,P-15,3614,Machinery
40794,N-17,3813,Oil
44826,B-16,9236,Food
10807,G-19,6476,Goods
39241,D-20,7727,Raw Minerals
41446,K-14,5959,Intermodal Containers
20612,J-14,1288,Metals
10062,E-16,4371,Agricultural
28773,D-12,3091,Automobiles
33421,M-16,2139,Food
42503,E-19,2564,Metals
34369,J-12,7921,Raw Minerals
38868,N-17,3184,Automobiles
22311,F-16,6074,Goods
47101,J-19,6096,Electronics
29341,H-12,8504,Goods
41811,C-10,4811,Livestock
24883,D-10,7440,Forestry
40209,H-16,7511,Livestock
15501,D-15,6781,Intermodal Containers
13191,H-18,5185,Automobiles
28299,F-18,6494,Goods
19226,J-10,3286,Metals
42153,D-14,2470,Livestock
38078,G-10,5418,Electronics
31560,C-14,3186,Metals
46643,F-11,6906,Electronics
16677,J-12,4850,Chemicals
10742,E-15,9439,Livestock
10868,J-10,2990,Livestock
13631,H-10,8707,Metals
22075,M-17,1809,Automobiles
22028,B-15,6931,Food
43294,J-10,4415,Agricultural
43209,I-10,2247,Food
11914,O-14,7642,Chemicals
34389,O-11,3264,Oil
38607,M-19,5263,Food
39123,J-11,3698,Chemicals
12196,M-18,3614,Intermodal Containers
32754,M-17,6654,Intermodal Containers
15753,E-13,3621,Chemicals
20910,N-17,1851,Chemicals
26556,N-14,5599,Goods
14009,N-19,6373,Raw Minerals
45135,L-13,2301,Livestock
41462,F-19,2167,Chemicals
12409,K-12,2817,Goods
32749,O-18,5275,Goods
12714,O-15,2323,Metals
47303,D-10,3222,Food
33284,O-15,2946,Electronics
37729,G-10,7637,Chemicals
41459,O-20,7659,Oil
27063,N-16,1314,Building Materials
34587,A-12,5368,Chemicals
32685,O-19,2822,Goods
11381,D-15,3300,Building Materials
45623,B-13,1081,Metals
46794,P-14,3686,Building Materials
34670,C-11,6475,Raw Minerals
33798,G-13,1760,Agricultural
15080,O-13,9140,Machinery
40496,E-14,8401,Chemicals
28349,H-17,4427,Intermodal Containers
30021,C-19,7766,Forestry
21186,A-10,1109,Intermodal Containers
19647,F-10,7525,Food
28106,M-16,6521,Building Materials
11703,A-11,6925,Electronics
38299,A-11,8492,Electronics
15863,M-11,8652,Metals
34452,D-20,7893,Electronics
14235,P-10,2842,Electronics
13035,L-14,3052,Electronics
40767,J-16,1641,Raw Minerals
10229,P-11,4654,Chemicals
40729,J-17,1884,Raw Minerals
13415,P-19,8515,Oil
36370,E-17,4703,Intermodal Containers
43009,H-19,9469,Intermodal Containers
24666,M-14,8586,Electronics
49664,K-13,5519,Chemicals
23385,N-18,9778,Oil
14416,L-17,6690,Intermodal Containers
10918,N-16,9915,Agricultural
27031,B-19,8401,Raw Minerals
33366,F-19,1305,Building Materials
33211,I-16,7657,Automobiles
35217,L-18,5153,Chemicals
47647,D-17,4195,Agricultural
22461,N-10,2914,Livestock
21579,K-14,1020,Goods
18115,L-20,9259,Intermodal Containers
30398,F-11,6629,Intermodal Containers
28221,C-14,1013,Forestry
40369,G-20,9764,Automobiles
44984,N-13,6662,Building Materials
47680,H-20,1925,Goods
41974,F-20,5396,Building Materials
48327,M-16,6950,Agricultural
37874,G-10,5328,Automobiles
19809,N-13,7892,Machinery
49284,I-14,1862,Forestry
19518,P-18,2485,Intermodal Containers
47940,I-17,7258,Oil
10334,J-11,8641,Livestock
13761,N-16,9586,Goods
36211,K-20,8935,Goods
45913,B-20,3807,Goods
37819,D-20,8769,Oil
44638,J-17,7471,Goods
31371,J-16,2758,Machinery
14230,J-14,6934,Building Materials
24717,J-11,4392,Intermodal Containers
36471,C-10,9239,Intermodal Containers
43417,G-10,2746,Chemicals
31877,F-16,3032,Automobiles
35953,C-19,6256,Goods
27824,I-18,9729,Forestry
18518,J-20,1807,Oil
15214,P-13,8734,Electronics
39487,E-10,7228,Food
12428,K-10,2617,Forestry
40115,N-15,3589,Agricultural
44617,J-19,8197,Metals
21474,A-15,3809,Metals
47943,I-18,4067,Building Materials
25132,A-12,2947,Metals
23094,H-11,7360,Intermodal Containers
16340,E-17,2736,Building Materials
32952,J-18,7866,Goods
41916,D-14,3738,Machinery
11152,K-12,9706,Livestock
33499,B-12,5082,Machinery
15721,K-16,2104,Intermodal Containers
48579,F-16,4618,Agricultural
12265,H-19,7121,Metals
42768,J-12,7013,Metals
11780,M-15,9438,Metals
10305,L-16,1098,Goods
13827,E-17,3316,Food
11763,B-18,7329,Chemicals
12671,P-11,2206,Goods
24946,H-16,6101,Raw Minerals
21010,B-11,3279,Automobiles
17992,P-13,7545,Agricultural
44582,N-20,3614,Livestock
29127,P-20,2749,Goods
46738,B-10,4732,Agricultural
39749,A-17,2373,Agricultural
14992,M-19,6037,Goods
36190,N-14,7785,Building Materials
41163,J-19,3988,Building Materials
45218,I-11,9265,Building Materials
10521,F-11,9636,Intermodal Containers
